0.00000 <init Client> [INFO]:	(Logging enabled)
24.08648 <pathGenerator> [DEBUG]:	(adjusted target)
24.08648 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
24.08648 <pathGenerator> [DEBUG]:	(From:   (171.00, 173.00))
24.08648 <pathGenerator> [DEBUG]:	(Angle to target: 1.13 rad)
24.08648 <pathGenerator> [DEBUG]:	(Rotation applied: -1.86 rad)
24.08748 <pathGenerator> [DEBUG]:	(Movement: 146.56 px)
24.10172 <client sender> [STATUS]:	(create rotate -1.8631489162799544)
24.10172 <client sender> [COMMAND]:	(sending command rotate 35.58352316907151)
24.10172 <client sender> [STATUS]:	(has ball False)
24.34729 <client reciever> [RESPONSE]:	(modified OK)
24.34729 <client Loop> [FPS]:	(2.7163703529082617)
24.34729 <client Loop> [STATUS]:	(generating frame)
24.45652 <pathGenerator> [DEBUG]:	(adjusted target)
24.45652 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
24.45752 <pathGenerator> [DEBUG]:	(From:   (132.00, 207.00))
24.45752 <pathGenerator> [DEBUG]:	(Angle to target: 1.53 rad)
24.45752 <pathGenerator> [DEBUG]:	(Rotation applied: 0.89 rad)
24.45752 <pathGenerator> [DEBUG]:	(Movement: 143.08 px)
24.47135 <client sender> [STATUS]:	(create rotate 0.8866269480882476)
24.47135 <client sender> [COMMAND]:	(sending command rotate -16.933327376007107)
24.47135 <client sender> [STATUS]:	(has ball False)
24.79217 <client reciever> [RESPONSE]:	(modified OK)
24.79217 <client Loop> [FPS]:	(2.2477898870720185)
24.79217 <client Loop> [STATUS]:	(generating frame)
24.88997 <pathGenerator> [DEBUG]:	(adjusted target)
24.88997 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
24.88997 <pathGenerator> [DEBUG]:	(From:   (168.00, 170.00))
24.88997 <pathGenerator> [DEBUG]:	(Angle to target: 1.10 rad)
24.89097 <pathGenerator> [DEBUG]:	(Rotation applied: -1.56 rad)
24.89097 <pathGenerator> [DEBUG]:	(Movement: 170.60 px)
24.90557 <client sender> [STATUS]:	(create rotate -1.5565785096524543)
24.90557 <client sender> [COMMAND]:	(sending command rotate 29.728459694616433)
24.90557 <client sender> [STATUS]:	(has ball False)
25.08229 <client reciever> [RESPONSE]:	(modified OK)
25.08329 <client Loop> [FPS]:	(3.4350005609930476)
25.08329 <client Loop> [STATUS]:	(generating frame)
25.16902 <pathGenerator> [DEBUG]:	(adjusted target)
25.16902 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
25.17002 <pathGenerator> [DEBUG]:	(From:   (198.00, 177.00))
25.17002 <pathGenerator> [DEBUG]:	(Angle to target: 1.49 rad)
25.17002 <pathGenerator> [DEBUG]:	(Rotation applied: -1.10 rad)
25.17002 <pathGenerator> [DEBUG]:	(Movement: 160.47 px)
25.18479 <client sender> [STATUS]:	(create rotate -1.1028530578015614)
25.18479 <client sender> [COMMAND]:	(sending command rotate 21.062941878375632)
25.18479 <client sender> [STATUS]:	(has ball False)
25.50393 <client reciever> [RESPONSE]:	(modified OK)
25.50393 <client Loop> [FPS]:	(2.377333872171736)
25.50393 <client Loop> [STATUS]:	(generating frame)
25.58905 <pathGenerator> [DEBUG]:	(adjusted target)
25.58905 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
25.58905 <pathGenerator> [DEBUG]:	(From:   (191.00, 167.00))
25.58905 <pathGenerator> [DEBUG]:	(Angle to target: 1.45 rad)
25.59005 <pathGenerator> [DEBUG]:	(Rotation applied: -0.70 rad)
25.59005 <pathGenerator> [DEBUG]:	(Movement: 166.23 px)
25.60507 <client sender> [STATUS]:	(create rotate -0.704387226878643)
25.60507 <client sender> [COMMAND]:	(sending command rotate 13.452805081023406)
25.60507 <client sender> [STATUS]:	(has ball False)
25.79497 <client reciever> [RESPONSE]:	(modified OK)
25.79609 <client Loop> [FPS]:	(3.422801189161752)
25.79609 <client Loop> [STATUS]:	(generating frame)
25.90013 <pathGenerator> [DEBUG]:	(adjusted target)
25.90013 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
25.90114 <pathGenerator> [DEBUG]:	(From:   (169.00, 154.00))
25.90114 <pathGenerator> [DEBUG]:	(Angle to target: 1.74 rad)
25.90114 <pathGenerator> [DEBUG]:	(Rotation applied: 1.27 rad)
25.90114 <pathGenerator> [DEBUG]:	(Movement: 177.40 px)
25.91534 <client sender> [STATUS]:	(create rotate 1.2724144775170456)
25.91534 <client sender> [COMMAND]:	(sending command rotate -24.3013264510235)
25.91534 <client sender> [STATUS]:	(has ball False)
26.01548 <client reciever> [RESPONSE]:	(modified OK)
26.01548 <client Loop> [FPS]:	(4.557955958166343)
26.01548 <client Loop> [STATUS]:	(generating frame)
26.10162 <pathGenerator> [DEBUG]:	(adjusted target)
26.10162 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
26.10162 <pathGenerator> [DEBUG]:	(From:   (169.00, 155.00))
26.10263 <pathGenerator> [DEBUG]:	(Angle to target: 1.74 rad)
26.10263 <pathGenerator> [DEBUG]:	(Rotation applied: 1.34 rad)
26.10263 <pathGenerator> [DEBUG]:	(Movement: 174.92 px)
26.11665 <client sender> [STATUS]:	(create rotate 1.3374081779683844)
26.11665 <client sender> [COMMAND]:	(sending command rotate -25.54261469462324)
26.11665 <client sender> [STATUS]:	(has ball False)
26.35972 <client reciever> [RESPONSE]:	(modified OK)
26.36078 <client Loop> [FPS]:	(2.896056773512875)
26.36078 <client Loop> [STATUS]:	(generating frame)
26.44907 <pathGenerator> [DEBUG]:	(adjusted target)
26.44907 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
26.45008 <pathGenerator> [DEBUG]:	(From:   (169.00, 154.00))
26.45008 <pathGenerator> [DEBUG]:	(Angle to target: 1.23 rad)
26.45008 <pathGenerator> [DEBUG]:	(Rotation applied: -0.88 rad)
26.45008 <pathGenerator> [DEBUG]:	(Movement: 191.83 px)
26.46467 <client sender> [STATUS]:	(create rotate -0.8823096788655926)
26.46467 <client sender> [COMMAND]:	(sending command rotate 16.850873607513822)
26.46467 <client sender> [STATUS]:	(has ball False)
26.70209 <client reciever> [RESPONSE]:	(modified OK)
26.70209 <client Loop> [FPS]:	(2.929881437116546)
26.70351 <client Loop> [STATUS]:	(generating frame)
26.79272 <pathGenerator> [DEBUG]:	(adjusted target)
26.79272 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
26.79272 <pathGenerator> [DEBUG]:	(From:   (170.00, 151.00))
26.79272 <pathGenerator> [DEBUG]:	(Angle to target: 1.23 rad)
26.79272 <pathGenerator> [DEBUG]:	(Rotation applied: -0.99 rad)
26.79272 <pathGenerator> [DEBUG]:	(Movement: 198.29 px)
26.80811 <client sender> [STATUS]:	(create rotate -0.9862517509004923)
26.80811 <client sender> [COMMAND]:	(sending command rotate 18.836020954662)
26.80811 <client sender> [STATUS]:	(has ball False)
26.99477 <client reciever> [RESPONSE]:	(modified OK)
26.99477 <client Loop> [FPS]:	(3.4332713413835556)
26.99477 <client Loop> [STATUS]:	(generating frame)
27.09066 <pathGenerator> [DEBUG]:	(adjusted target)
27.09066 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
27.09066 <pathGenerator> [DEBUG]:	(From:   (189.00, 169.00))
27.09066 <pathGenerator> [DEBUG]:	(Angle to target: 1.47 rad)
27.09066 <pathGenerator> [DEBUG]:	(Rotation applied: -0.57 rad)
27.09066 <pathGenerator> [DEBUG]:	(Movement: 156.30 px)
27.10654 <client sender> [STATUS]:	(create rotate -0.5718606219429003)
27.10654 <client sender> [COMMAND]:	(sending command rotate 10.921733369018183)
27.10654 <client sender> [STATUS]:	(has ball False)
27.29263 <client reciever> [RESPONSE]:	(modified OK)
27.29263 <client Loop> [FPS]:	(3.3573743617328686)
27.29366 <client Loop> [STATUS]:	(generating frame)
27.38892 <pathGenerator> [DEBUG]:	(adjusted target)
27.38985 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
27.38985 <pathGenerator> [DEBUG]:	(From:   (169.00, 157.00))
27.39053 <pathGenerator> [DEBUG]:	(Angle to target: 1.73 rad)
27.39061 <pathGenerator> [DEBUG]:	(Rotation applied: 1.18 rad)
27.39061 <pathGenerator> [DEBUG]:	(Movement: 173.66 px)
27.40405 <client sender> [STATUS]:	(create rotate 1.1780541635721382)
27.40405 <client sender> [COMMAND]:	(sending command rotate -22.499177203499283)
27.40405 <client sender> [STATUS]:	(has ball False)
27.47324 <client reciever> [RESPONSE]:	(modified OK)
27.47409 <client Loop> [FPS]:	(5.5421930641719355)
27.47409 <client Loop> [STATUS]:	(generating frame)
27.55886 <pathGenerator> [DEBUG]:	(adjusted target)
27.55951 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
27.55951 <pathGenerator> [DEBUG]:	(From:   (168.00, 154.00))
27.55951 <pathGenerator> [DEBUG]:	(Angle to target: 1.74 rad)
27.55951 <pathGenerator> [DEBUG]:	(Rotation applied: 1.40 rad)
27.55951 <pathGenerator> [DEBUG]:	(Movement: 176.13 px)
27.57471 <client sender> [STATUS]:	(create rotate 1.402843394252069)
27.57471 <client sender> [COMMAND]:	(sending command rotate -26.79233526948352)
27.57471 <client sender> [STATUS]:	(has ball False)
27.82091 <client reciever> [RESPONSE]:	(modified OK)
27.82091 <client Loop> [FPS]:	(2.8833371142595916)
27.82091 <client Loop> [STATUS]:	(generating frame)
27.91559 <pathGenerator> [DEBUG]:	(adjusted target)
27.91559 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
27.91559 <pathGenerator> [DEBUG]:	(From:   (115.00, 140.00))
27.91559 <pathGenerator> [DEBUG]:	(Angle to target: 1.66 rad)
27.91559 <pathGenerator> [DEBUG]:	(Rotation applied: 1.88 rad)
27.91559 <pathGenerator> [DEBUG]:	(Movement: 196.88 px)
27.93152 <client sender> [STATUS]:	(create rotate 1.8813210456873177)
27.93152 <client sender> [COMMAND]:	(sending command rotate -35.93058527567401)
27.93152 <client sender> [STATUS]:	(has ball False)
28.20151 <client reciever> [RESPONSE]:	(modified OK)
28.20151 <client Loop> [FPS]:	(2.6274272498455855)
28.20151 <client Loop> [STATUS]:	(generating frame)
28.29685 <pathGenerator> [DEBUG]:	(adjusted target)
28.29685 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
28.29685 <pathGenerator> [DEBUG]:	(From:   (115.00, 139.00))
28.29785 <pathGenerator> [DEBUG]:	(Angle to target: 1.66 rad)
28.29785 <pathGenerator> [DEBUG]:	(Rotation applied: 1.89 rad)
28.29785 <pathGenerator> [DEBUG]:	(Movement: 196.53 px)
28.31263 <client sender> [STATUS]:	(create rotate 1.8932112908764154)
28.31263 <client sender> [COMMAND]:	(sending command rotate -36.157672231244355)
28.31263 <client sender> [STATUS]:	(has ball False)
28.59488 <client reciever> [RESPONSE]:	(modified OK)
28.59488 <client Loop> [FPS]:	(2.5421410864835052)
28.59488 <client Loop> [STATUS]:	(generating frame)
28.70468 <pathGenerator> [DEBUG]:	(adjusted target)
28.70468 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
28.70568 <pathGenerator> [DEBUG]:	(From:   (112.00, 154.00))
28.70568 <pathGenerator> [DEBUG]:	(Angle to target: 1.67 rad)
28.70568 <pathGenerator> [DEBUG]:	(Rotation applied: 1.66 rad)
28.70568 <pathGenerator> [DEBUG]:	(Movement: 206.86 px)
28.72061 <client sender> [STATUS]:	(create rotate 1.6617883325407794)
28.72061 <client sender> [COMMAND]:	(sending command rotate -31.737819299556406)
28.72061 <client sender> [STATUS]:	(has ball False)
29.02716 <client reciever> [RESPONSE]:	(modified OK)
29.02716 <client Loop> [FPS]:	(2.313322758489842)
29.02716 <client Loop> [STATUS]:	(generating frame)
29.11290 <pathGenerator> [DEBUG]:	(adjusted target)
29.11290 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
29.11290 <pathGenerator> [DEBUG]:	(From:   (164.00, 165.00))
29.11290 <pathGenerator> [DEBUG]:	(Angle to target: 1.11 rad)
29.11290 <pathGenerator> [DEBUG]:	(Rotation applied: -1.33 rad)
29.11290 <pathGenerator> [DEBUG]:	(Movement: 183.49 px)
29.12802 <client sender> [STATUS]:	(create rotate -1.3286089669476093)
29.12802 <client sender> [COMMAND]:	(sending command rotate 25.374562143111433)
29.12802 <client sender> [STATUS]:	(has ball False)
29.40962 <client reciever> [RESPONSE]:	(modified OK)
29.40962 <client Loop> [FPS]:	(2.614637041248302)
29.41066 <client Loop> [STATUS]:	(generating frame)
29.50731 <pathGenerator> [DEBUG]:	(adjusted target)
29.50731 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
29.50731 <pathGenerator> [DEBUG]:	(From:   (208.00, 174.00))
29.50831 <pathGenerator> [DEBUG]:	(Angle to target: 1.52 rad)
29.50831 <pathGenerator> [DEBUG]:	(Rotation applied: -1.45 rad)
29.50831 <pathGenerator> [DEBUG]:	(Movement: 166.81 px)
29.52220 <client sender> [STATUS]:	(create rotate -1.4450001842019702)
29.52220 <client sender> [COMMAND]:	(sending command rotate 27.597470650133143)
29.52220 <client sender> [STATUS]:	(has ball False)
29.78151 <client reciever> [RESPONSE]:	(modified OK)
29.78151 <client Loop> [FPS]:	(2.6964796582906563)
29.78151 <client Loop> [STATUS]:	(generating frame)
29.87070 <pathGenerator> [DEBUG]:	(adjusted target)
29.87070 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
29.87140 <pathGenerator> [DEBUG]:	(From:   (174.00, 165.00))
29.87140 <pathGenerator> [DEBUG]:	(Angle to target: 1.44 rad)
29.87140 <pathGenerator> [DEBUG]:	(Rotation applied: -2.53 rad)
29.87140 <pathGenerator> [DEBUG]:	(Movement: 101.37 px)
29.88617 <client sender> [STATUS]:	(create rotate -2.527922020059988)
29.88617 <client sender> [COMMAND]:	(sending command rotate 48.27975422920758)
29.88617 <client sender> [STATUS]:	(has ball False)
30.13564 <client reciever> [RESPONSE]:	(modified OK)
30.13564 <client Loop> [FPS]:	(2.823859547070677)
30.13564 <client Loop> [STATUS]:	(generating frame)
30.23267 <pathGenerator> [DEBUG]:	(adjusted target)
30.23267 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
30.23348 <pathGenerator> [DEBUG]:	(From:   (133.00, 214.00))
30.23348 <pathGenerator> [DEBUG]:	(Angle to target: 1.48 rad)
30.23348 <pathGenerator> [DEBUG]:	(Rotation applied: 0.81 rad)
30.23348 <pathGenerator> [DEBUG]:	(Movement: 131.09 px)
30.24792 <client sender> [STATUS]:	(create rotate 0.8125071720623895)
30.24792 <client sender> [COMMAND]:	(sending command rotate -15.517743927761572)
30.24792 <client sender> [STATUS]:	(has ball False)
30.70264 <client reciever> [RESPONSE]:	(modified OK)
30.70264 <client Loop> [FPS]:	(1.7636501632540644)
30.70264 <client Loop> [STATUS]:	(generating frame)
30.73945 <pathGenerator> [DEBUG]:	(adjusted target)
30.73945 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
30.73945 <pathGenerator> [DEBUG]:	(From:   (165.00, 173.00))
30.73945 <pathGenerator> [DEBUG]:	(Angle to target: 1.08 rad)
30.73945 <pathGenerator> [DEBUG]:	(Rotation applied: -1.67 rad)
30.73945 <pathGenerator> [DEBUG]:	(Movement: 160.02 px)
30.74277 <client sender> [STATUS]:	(create rotate -1.6728426496897186)
30.74288 <client sender> [COMMAND]:	(sending command rotate 31.94894120556751)
30.74288 <client sender> [STATUS]:	(has ball False)
30.96486 <client reciever> [RESPONSE]:	(modified OK)
30.96486 <client Loop> [FPS]:	(3.8135756727145433)
30.96486 <client Loop> [STATUS]:	(generating frame)
31.00099 <pathGenerator> [DEBUG]:	(adjusted target)
31.00099 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
31.00099 <pathGenerator> [DEBUG]:	(From:   (110.00, 168.00))
31.00199 <pathGenerator> [DEBUG]:	(Angle to target: 1.61 rad)
31.00199 <pathGenerator> [DEBUG]:	(Rotation applied: 1.14 rad)
31.00199 <pathGenerator> [DEBUG]:	(Movement: 217.01 px)
31.00399 <client sender> [STATUS]:	(create rotate 1.1435665601580671)
31.00399 <client sender> [COMMAND]:	(sending command rotate -21.840512496450202)
31.00399 <client sender> [STATUS]:	(has ball False)
31.38031 <client reciever> [RESPONSE]:	(modified OK)
31.38081 <client Loop> [FPS]:	(2.4041581929194247)
31.38081 <client Loop> [STATUS]:	(generating frame)
31.41783 <pathGenerator> [DEBUG]:	(adjusted target)
31.41783 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
31.41783 <pathGenerator> [DEBUG]:	(From:   (166.00, 161.00))
31.41783 <pathGenerator> [DEBUG]:	(Angle to target: 1.71 rad)
31.41783 <pathGenerator> [DEBUG]:	(Rotation applied: 1.08 rad)
31.41783 <pathGenerator> [DEBUG]:	(Movement: 169.69 px)
31.42098 <client sender> [STATUS]:	(create rotate 1.0755694662822302)
31.42098 <client sender> [COMMAND]:	(sending command rotate -20.54186366370343)
31.42098 <client sender> [STATUS]:	(has ball False)
31.70473 <client reciever> [RESPONSE]:	(modified OK)
31.70571 <client Loop> [FPS]:	(3.077889017634571)
31.70571 <client Loop> [STATUS]:	(generating frame)
31.74133 <pathGenerator> [DEBUG]:	(adjusted target)
31.74133 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
31.74133 <pathGenerator> [DEBUG]:	(From:   (166.00, 157.00))
31.74133 <pathGenerator> [DEBUG]:	(Angle to target: 1.72 rad)
31.74133 <pathGenerator> [DEBUG]:	(Rotation applied: 1.29 rad)
31.74133 <pathGenerator> [DEBUG]:	(Movement: 174.45 px)
31.74432 <client sender> [STATUS]:	(create rotate 1.2890491775302566)
31.74436 <client sender> [COMMAND]:	(sending command rotate -24.6190258190979)
31.74436 <client sender> [STATUS]:	(has ball False)
31.99049 <client reciever> [RESPONSE]:	(modified OK)
31.99049 <client Loop> [FPS]:	(3.5114851735480594)
31.99131 <client Loop> [STATUS]:	(generating frame)
32.02969 <pathGenerator> [DEBUG]:	(adjusted target)
32.02969 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
32.02969 <pathGenerator> [DEBUG]:	(From:   (166.00, 158.00))
32.02969 <pathGenerator> [DEBUG]:	(Angle to target: 1.16 rad)
32.02969 <pathGenerator> [DEBUG]:	(Rotation applied: -1.07 rad)
32.02969 <pathGenerator> [DEBUG]:	(Movement: 194.07 px)
32.03289 <client sender> [STATUS]:	(create rotate -1.0686277110075588)
32.03289 <client sender> [COMMAND]:	(sending command rotate 20.409285903819647)
32.03289 <client sender> [STATUS]:	(has ball False)
32.35190 <client reciever> [RESPONSE]:	(modified OK)
32.35190 <client Loop> [FPS]:	(2.7732585740639113)
32.35190 <client Loop> [STATUS]:	(generating frame)
32.38675 <pathGenerator> [DEBUG]:	(adjusted target)
32.38675 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
32.38675 <pathGenerator> [DEBUG]:	(From:   (161.00, 162.00))
32.38675 <pathGenerator> [DEBUG]:	(Angle to target: 1.11 rad)
32.38675 <pathGenerator> [DEBUG]:	(Rotation applied: -1.21 rad)
32.38675 <pathGenerator> [DEBUG]:	(Movement: 188.14 px)
32.39040 <client sender> [STATUS]:	(create rotate -1.2125090646703023)
32.39051 <client sender> [COMMAND]:	(sending command rotate 23.157217342321104)
32.39051 <client sender> [STATUS]:	(has ball False)
32.64887 <client reciever> [RESPONSE]:	(modified OK)
32.64887 <client Loop> [FPS]:	(3.3673555570185085)
32.64985 <client Loop> [STATUS]:	(generating frame)
32.68656 <pathGenerator> [DEBUG]:	(adjusted target)
32.68656 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
32.68656 <pathGenerator> [DEBUG]:	(From:   (114.00, 182.00))
32.68656 <pathGenerator> [DEBUG]:	(Angle to target: 1.58 rad)
32.68656 <pathGenerator> [DEBUG]:	(Rotation applied: 0.96 rad)
32.68656 <pathGenerator> [DEBUG]:	(Movement: 197.85 px)
32.68975 <client sender> [STATUS]:	(create rotate 0.9550093289387904)
32.68975 <client sender> [COMMAND]:	(sending command rotate -18.239334647937884)
32.68975 <client sender> [STATUS]:	(has ball False)
32.99070 <client reciever> [RESPONSE]:	(modified OK)
32.99070 <client Loop> [FPS]:	(2.933851138481167)
32.99070 <client Loop> [STATUS]:	(generating frame)
33.02549 <pathGenerator> [DEBUG]:	(adjusted target)
33.02549 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
33.02549 <pathGenerator> [DEBUG]:	(From:   (114.00, 185.00))
33.02549 <pathGenerator> [DEBUG]:	(Angle to target: 1.70 rad)
33.02549 <pathGenerator> [DEBUG]:	(Rotation applied: 1.22 rad)
33.02549 <pathGenerator> [DEBUG]:	(Movement: 199.32 px)
33.02890 <client sender> [STATUS]:	(create rotate 1.21633094427886)
33.02890 <client sender> [COMMAND]:	(sending command rotate -23.230209866113594)
33.02890 <client sender> [STATUS]:	(has ball False)
33.42238 <client reciever> [RESPONSE]:	(modified OK)
33.42238 <client Loop> [FPS]:	(2.3165616630757224)
33.42238 <client Loop> [STATUS]:	(generating frame)
33.45858 <pathGenerator> [DEBUG]:	(adjusted target)
33.45858 <pathGenerator> [DEBUG]:	(Target: (174.50, 298.50))
33.45858 <pathGenerator> [DEBUG]:	(From:   (111.00, 171.00))
33.45858 <pathGenerator> [DEBUG]:	(Angle to target: 1.67 rad)
33.45858 <pathGenerator> [DEBUG]:	(Rotation applied: 1.44 rad)
33.45858 <pathGenerator> [DEBUG]:	(Movement: 205.60 px)
33.46143 <client sender> [STATUS]:	(create rotate 1.440956225640351)
